"Package","FCOH","CU","CPC","PF","IPSC","DCO","CR","pkgreuse","CyclicDQ","CyclicCQ","CH","COHM","COUM","post"
"org.apache.camel.hamcrest",0,1,1,1,1,1,0,0.2929,0,0,0.2929,1,0,0
"org.apache.camel.impl",0.004570568,0.032632934,0.352272727,0.095500459,0.81107751,5.571428571,0.267857143,0.2929,0.9868,0.9868,0.2929,0.0209,0.5916,92
"org.apache.camel.impl.converter",0.014354067,0.024098026,0.8,0.311111111,0.900205761,1.166666667,0.083333333,0.2929,1,1,0.2929,0.1143,0.4,4
"org.apache.camel.issues",0,1,1,1,1,0.0625,0.25,0.2929,1,1,0.2929,0.013,0.8,0
"org.apache.camel.itest.customerrelations",0,1,1,1,0,0,1,0.2929,0,0,0.2929,1,0,0
"org.apache.camel.itest.greeter",0,1,1,1,0,0,0.6,0.2929,1,1,0.2929,0.125,0.6,0
"org.apache.camel.itest.jetty",0,1,1,1,0,0,0.666666667,0.2929,1,1,0.2929,0.0476,0.8,0
"org.apache.camel.itest.jms",0,1,1,1,0,0,0.25,0.2929,1,0.7143,0.2929,0.3636,0.5,0
"org.apache.camel.itest.spring2",0,1,1,1,0,0,0,0.2929,1,1,0.2929,0,1,0
"org.apache.camel.jaxb",0,1,1,1,0,0,0,0.2929,1,1,0.2929,0.0833,0.8333,0
"org.apache.camel.jmxconnect",0.033333333,0.583333333,1,0.833333333,0.916666667,0.384615385,0.538461538,0.2929,1,1,0.2929,0.3191,0.2857,0
"org.apache.camel.jmxconnect.provider.activemq",0,1,1,1,0,0,0.666666667,0.2929,1,1,0.2929,0.2,0.5,0
"org.apache.camel.jmxconnect.provider.camel",0,1,1,1,0,0,1,0.2929,1,1,0.2929,0,1,0
"org.apache.camel.language",0.023809524,0.030491114,0.523809524,0.265306122,0.934693878,0.8125,0.25,0.2929,0.9697,0.9697,0.2929,0.098,0.7619,0
"org.apache.camel.language.bean",0,0,0,0.5,1,0.666666667,0.333333333,0.2929,1,1,0.2929,0.0938,0.7692,0
"org.apache.camel.language.constant",1,1,1,1,1,1,0,0.5,1,1,0.2929,0,1,0
"org.apache.camel.language.groovy",0,1,1,1,0,0,0.285714286,0.2929,1,1,0.2929,0.1538,0.6364,0
"org.apache.camel.language.header",0,1,1,1,0,0,0,0.2929,1,1,0.2929,0,1,0
"org.apache.camel.language.juel",0,1,1,1,1,0.142857143,0.285714286,0.2929,1,1,0.2929,0.0606,0.8889,0
"org.apache.camel.language.juel.issues",0,1,1,1,0,0,0,0.2929,1,1,0.2929,0,1,0
"org.apache.camel.language.jxpath",0,1,1,1,0,0,0.444444444,0.2929,1,0.9545,0.2929,0.2667,0.4667,0
"org.apache.camel.language.ognl",0,1,1,1,0,0,0.4,0.2929,1,0.8333,0.2929,0.2,0.5714,0
"org.apache.camel.language.script",0,1,1,1,0,0,0,0.2929,1,1,0.2929,0,1,0
"org.apache.camel.language.simple",0,1,1,1,1,0.5,0,0.2929,1,1,0.2929,0.0968,0.75,8
"org.apache.camel.language.xpath",1,1,1,1,1,1,0,0.5,1,1,0.2929,0,1,0
"org.apache.camel.loanbroker.queue.version",0,1,1,1,0,0,0.375,0.2929,1,1,0.2929,0.2791,0.3333,0
"org.apache.camel.loanbroker.webservice.version",0,1,1,1,1,0.4,0.6,0.2929,1,1,0.2929,0.2941,0.5833,0
"org.apache.camel.loanbroker.webservice.version.bank",0,0.111111111,1,1,1,0.5,0.25,0.2929,1,1,0.2929,0.6667,0.3333,0
"org.apache.camel.loanbroker.webservice.version.credit",0,1,1,1,1,0.25,0,0.2929,1,1,0.2929,0.5,0.4,0
"org.apache.camel.management",0.035087719,0.007075454,0.5,0.392857143,0.867346939,0.55,0.35,0.2929,0.9831,0.9831,0.2929,0.2381,0.3023,19
"org.apache.camel.maven",0,1,1,1,0,0,0.2,0.2929,1,1,0.2929,0.3333,0.5714,0
"org.apache.camel.model",0.012445981,0.04295866,0.554022989,0.089473684,0.7973261,1.545454545,0.060606061,0.2929,0.9719,0.8656,0.2929,0.0085,0.3949,4
"org.apache.camel.model.config",0.5,0.018181818,1,0.666666667,0.888888889,2,0,0.3991,1,1,0.3991,0,1,0
"org.apache.camel.model.dataformat",0.264285714,0.012521301,0.847619048,0.323809524,0.809079016,2.266666667,0.333333333,0.2929,0.9333,0.9333,0.2929,0.2374,0.3333,8
"org.apache.camel.model.language",0.015873016,0.009897823,0.678571429,0.25,0.85308642,0.947368421,0,0.2929,1,1,0.2929,0.1056,0.4375,2
"org.apache.camel.model.loadbalancer",0.5625,0.044805195,1,0.733333333,0.822222222,2.2,0.6,0.473,1,1,0.473,0.0952,0.6923,5
"org.apache.camel.non_wrapper",0,1,1,1,0,0,1,0.2929,1,1,0.2929,0,1,0
"org.apache.camel.osgi",0,1,1,1,0,0,0.384615385,0.2929,1,1,0.2929,0.4063,0.3333,0
"org.apache.camel.osgi.test",1,0.076923077,1,1,1,1,0.5,0.5,1,1,0.5,0,1,0
"org.apache.camel.processor",0.002821317,0.015854473,0.367559524,0.071732955,0.89051683,0.691780822,0.369863014,0.2929,0.9984,0.9792,0.2929,0.0799,0.3071,94
"org.apache.camel.processor.aggregate",0.15,0.029416112,1,0.433333333,0.799074074,2.6,0.4,0.3415,1,1,0.3415,0.1224,0.5714,4
"org.apache.camel.processor.aggregator",0,1,1,1,1,0.111111111,0,0.2929,1,1,0.2929,0,1,0
"org.apache.camel.processor.exceptionpolicy",0.111111111,0.024390244,1,0.666666667,0.833333333,0.571428571,0.571428571,0.2929,1,1,0.2929,0.1159,0.6364,2
"org.apache.camel.processor.groovy",0,1,1,1,0,0,0,0.2929,1,1,0.2929,0,1,0
"org.apache.camel.processor.idempotent",0.166666667,0.008838384,0.666666667,0.555555556,0.833333333,1.25,0.5,0.2929,1,1,0.2929,0.125,0.6667,2
"org.apache.camel.processor.idempotent.jpa",0,1,1,1,1,0.5,0,0.2929,1,1,0.441,0.5,0.5,0
"org.apache.camel.processor.interceptor",0.033333333,0.011633662,0.392857143,0.236111111,0.919753086,1.0625,0.25,0.2929,0.977,0.8851,0.2929,0.1034,0.4773,22
"org.apache.camel.processor.jpa",0,1,1,1,0,0,0,0.2929,1,1,0.2929,0,1,0
"org.apache.camel.processor.juel",0,1,1,1,0,0,0,0.2929,1,1,0.2929,0.125,0.8,0
"org.apache.camel.processor.loadbalancer",0.142857143,0.059258458,0.866666667,0.5,0.683796296,2.25,0.375,0.2929,1,1,0.2929,0.1702,0.5294,5
"org.apache.camel.processor.resequencer",0.055555556,0.032317073,0.4,0.4,0.944444444,0.315789474,0.526315789,0.2929,1,0,0.2929,0.7551,0.0976,0
"org.apache.camel.processor.routingslip",0,1,1,1,1,0.2,0.4,0.2929,1,1,0.2929,0.0882,0.7,0
"org.apache.camel.processor.validation",0.0625,0.008130081,0.333333333,0.416666667,0.9375,1,0.4,0.2929,1,1,0.2929,0.1786,0.5,4
"org.apache.camel.rest",1,1,1,1,1,1,1,0.5,0,0,0.2929,1,1,0
"org.apache.camel.rest.model",0.25,0.35,1,1,1,2,0,0.5,1,1,0.5,0.1053,0.75,0
"org.apache.camel.rest.resources",0,1,1,1,1,0.166666667,0.666666667,0.2929,1,1,0.2929,0.2759,0.5556,0
"org.apache.camel.rest.spring",0,1,1,1,0,0,1,0.2929,1,1,0.2929,0,1,0
"org.apache.camel.rest.util",0,1,1,1,0,0,0,0.2929,1,1,0.2929,0,1,0
"org.apache.camel.ruby",0,1,1,1,0,0,0.6,0.2929,1,1,0.2929,0.1333,0.7143,0
"org.apache.camel.spi",0.013380282,0.015898494,0.678947368,0.099242424,0.918112948,6.238095238,0.571428571,0.2929,0.7143,0.6429,0.2929,0.0135,0.8814,10
"org.apache.camel.spring",0.002747253,0.020036558,0.236363636,0.119733925,0.940928019,1.862068966,0.24137931,0.2929,1,0.9912,0.2929,0.0559,0.6591,0
"org.apache.camel.spring.bind",0,1,1,1,0,0,0.6,0.2929,1,1,0.2929,0.0952,0.7143,0
"org.apache.camel.spring.config",0,1,1,1,0,0,0.666666667,0.2929,1,0.9535,0.2929,0.1224,0.5714,0
"org.apache.camel.spring.config.scan",0,1,1,1,0,0,0,0.2929,1,1,0.2929,0,1,0
"org.apache.camel.spring.config.scan.component",1,1,1,1,1,1,1,0.5,1,1,0.2929,0,1,0
"org.apache.camel.spring.config.scan.route",0,1,1,1,0,0,1,0.2929,1,1,0.2929,0,1,0
"org.apache.camel.spring.dataformat",0,1,1,1,0,0,1,0.2929,1,1,0.2929,0,1,0
"org.apache.camel.spring.debug",0,1,1,1,0,0,1,0.2929,1,1,0.2929,0,1,0
"org.apache.camel.spring.example",0,0.017241379,1,1,1,0.222222222,0.555555556,0.2929,1,1,0.2929,0.0333,0.875,0
"org.apache.camel.spring.example.test1",0,1,1,1,0,0,1,0.2929,1,1,0.2929,0,1,0
"org.apache.camel.spring.factory",0,1,1,1,0,0,0,0.2929,1,1,0.2929,0,1,0
"org.apache.camel.spring.handler",0,1,1,1,1,0.5,0,0.2929,1,0.96,0.441,0.0877,0.7368,0
"org.apache.camel.spring.interceptor",0,1,1,1,0,0,0.285714286,0.2929,1,1,0.2929,0.0435,0.875,0
"org.apache.camel.spring.issues",1,1,1,1,1,1,0,0.5,1,1,0.2929,0,1,0
"org.apache.camel.spring.managment",0,1,1,1,0,0,0,0.2929,1,1,0.2929,0,1,0
"org.apache.camel.spring.mock",0,1,1,1,0,0,0.5,0.2929,1,1,0.2929,0.25,0.75,0
"org.apache.camel.spring.processor",0,1,1,1,1,0.111111111,0.688888889,0.2929,1,1,0.2929,0.2395,0.2449,0
"org.apache.camel.spring.processor.onexception",0,1,1,1,0,0,0.6,0.2929,1,1,0.2929,0.1333,0.6667,0
"org.apache.camel.spring.produce",0,1,1,1,0,0,1,0.2929,1,1,0.2929,0.5,0.3333,0
"org.apache.camel.spring.remoting",0.022222222,0.186507937,0.333333333,0.5,1,0.6,0.5,0.2929,1,1,0.2929,0.0943,0.6154,0
"org.apache.camel.spring.spi",0.25,0.017241379,1,1,1,0.714285714,0,0.2929,1,1,0.2929,0.0645,0.7692,0
"org.apache.camel.spring.util",0,0.017241379,1,1,1,0.666666667,0,0.2929,1,1,0.2929,0,1,0
"org.apache.camel.spring.xml",0,1,1,1,0,0,0.5,0.2929,1,1,0.2929,0,1,0
"org.apache.camel.testng",0,1,1,1,1,0.333333333,0.333333333,0.2929,1,1,0.2929,0.4,0.6667,0
"org.apache.camel.testng.example",0,1,1,1,0,0,1,0.2929,1,1,0.2929,0,1,0
"org.apache.camel.tests.partialclasspath",0,1,1,1,0,0,0.666666667,0.2929,1,1,0.2929,0.2222,0.6667,0
"org.apache.camel.util",0.008974359,0.015462513,0.36091954,0.068070175,0.831258409,5.243243243,0.081081081,0.2929,1,0.9848,0.2929,0.0431,0.7704,37
"org.apache.camel.util.concurrent",0.5,0.024390244,1,1,1,0.666666667,1,0.2929,0,0,0.2929,0.4444,0.5,1
"org.apache.camel.util.jndi",0,0,0,0.25,1,4.25,0.5,0.2929,1,1,0.2929,0.0349,0.8261,1
"org.apache.camel.view",0.071428571,0.00952381,1,0.5,0.875,0.75,0.5,0.2929,1,0.9574,0.2929,0.2,0.3571,1
"org.apache.camel.wsdl_first",0.166666667,0.045454545,1,1,1,0.666666667,0.666666667,0.2929,1,1,0.2929,0,1,0
