"Package","FCOH","CU","CPC","PF","IPSC","DCO","CR","pkgreuse","CyclicDQ","CyclicCQ","CH","COHM","COUM","post"
"org.eclipse.debug.internal.ui.actions",0.021818182,0.01318438,0.277777778,0.277777778,0.911458333,0.178571429,0.053571429,0.2929,0.9979,0.9937,0.2929,0.1278,0.2857,4
"org.eclipse.debug.internal.ui.launchConfigurations",0.065359477,0.021474673,0.666666667,0.458333333,0.645833333,1.1,0.1,0.2929,0.9822,0.9586,0.2929,0.0286,0.6444,6
"org.eclipse.debug.internal.ui.preferences",0.041666667,0.022506394,0.733333333,0.333333333,0.876,0.625,0.0625,0.2929,0.9749,0.9598,0.2929,0.118,0.3846,1
"org.eclipse.debug.internal.ui.views",0.208333333,0.044565217,1,0.6875,0.838541667,2.75,0.25,0.375,1,1,0.375,0.011,0.875,0
"org.eclipse.debug.internal.ui.views.breakpoints",0,1,1,1,0,0,0,0.2929,1,0.9512,0.5,0.0889,0.75,0
"org.eclipse.debug.internal.ui.views.console",0,0.010416667,0.333333333,0.5,1,0.5,0,0.2929,0.9915,0.9487,0.3991,0.0596,0.6765,2
"org.eclipse.debug.internal.ui.views.expression",0,1,1,1,0,0,0,0.2929,1,1,0.2929,0.0588,0.8333,0
"org.eclipse.debug.internal.ui.views.launch",0,1,1,1,0,0,0,0.2929,1,0.9754,0.5,0.0543,0.7407,7
"org.eclipse.debug.internal.ui.views.variables",0,0.1,1,0.666666667,0.833333333,1,0,0.2929,0.9897,0.9691,0.5,0.0266,0.8214,4
"org.eclipse.debug.ui",0.049392713,0.020571619,0.681318681,0.276397516,0.639819066,6.357142857,0.142857143,0.2929,0.9863,0.9658,0.2929,0.0156,0.7,3
"org.eclipse.debug.ui.actions",0,0.03125,1,1,1,1,0,0.5,1,1,0.5,0,1,0
"org.eclipse.help",0.116071429,0.046477772,0.642857143,0.302083333,0.903356481,3.625,0.375,0.2929,1,1,0.2929,0.1221,0.6364,0
"org.eclipse.help.internal",0.05,0.122619048,1,0.666666667,0.888888889,4,0,0.2929,0.9231,0.8462,0.2929,0.0217,0.8421,0
"org.eclipse.help.internal.context",0.055555556,0.022222222,0.6,0.4,0.916666667,0.6,0,0.2929,1,0.6,0.2929,0.3511,0.2581,1
"org.eclipse.help.internal.protocols",0,1,1,1,0,0,0,0.2929,1,1,0.2929,0.3333,0.2692,0
"org.eclipse.help.internal.proxy.protocol",1,1,1,1,1,5,0,0.5,0,0,0.2929,1,1,0
"org.eclipse.help.internal.proxy.protocol.help",0,1,1,1,0,0,1,0.2929,1,1,0.2929,0,1,0
"org.eclipse.help.internal.proxy.protocol.links",0,1,1,1,0,0,1,0.2929,1,1,0.2929,0,1,0
"org.eclipse.help.internal.proxy.protocol.livehelp",0,1,1,1,0,0,1,0.2929,1,1,0.2929,0,1,0
"org.eclipse.help.internal.proxy.protocol.platform",0,1,1,1,0,0,1,0.2929,1,1,0.2929,0,1,0
"org.eclipse.help.internal.proxy.protocol.search",0,1,1,1,0,0,1,0.2929,1,1,0.2929,0,1,0
"org.eclipse.help.internal.search",0.09375,0.095952381,0.866666667,0.555555556,0.755555556,0.588235294,0.117647059,0.2929,0.9792,0.9375,0.2929,0.1841,0.2667,1
"org.eclipse.help.internal.toc",0.027777778,0.139880952,1,0.5,0.861111111,0.692307692,0,0.2929,0.973,0.4865,0.2929,0.2788,0.1786,1
"org.eclipse.help.internal.util",0.06,0.090669083,0.75,0.375,0.674074074,2.454545455,0.181818182,0.2929,1,1,0.2929,0.0568,0.5455,0
"org.eclipse.help.servlet",0,1,1,1,0,0,0.153846154,0.2929,0,0,0.2929,1,0,4
"org.eclipse.help.standalone",0,1,1,1,0,0,0,0.2929,0,0,0.4615,1,0,0
"org.eclipse.help.ui.browser",0.2,0.317307692,1,0.875,0.90625,4.666666667,0,0.2929,1,1,0.2929,0.125,0.8667,0
"org.eclipse.help.ui.internal",0.022222222,0.063461538,1,0.7,0.88,0.636363636,0.090909091,0.2929,0.9904,0.9615,0.2929,0.0845,0.6923,0
"org.eclipse.help.ui.internal.browser",0,1,1,1,1,1,0,0.2929,0.963,0.963,0.3991,0.0667,0.8125,0
"org.eclipse.help.ui.internal.browser.aix",0,1,1,1,0,0,0,0.2929,1,0.75,0.2929,0.3333,0.5,0
"org.eclipse.help.ui.internal.browser.hpux",0,1,1,1,0,0,0,0.2929,1,0.75,0.2929,0.3333,0.5,0
"org.eclipse.help.ui.internal.browser.linux",0,1,1,1,0,0,0,0.2929,1,0.8571,0.2929,0.2222,0.6667,0
"org.eclipse.help.ui.internal.browser.solaris",0,1,1,1,0,0,0,0.2929,1,0.8,0.2929,0.2857,0.5,0
"org.eclipse.help.ui.internal.browser.win32",0,1,1,1,0,0,0.333333333,0.2929,1,0.8679,0.2929,0.209,0.4815,2
"org.eclipse.help.ui.internal.search",0,1,1,1,0,0,0.2,0.2929,1,1,0.2929,0.0519,0.8333,1
"org.eclipse.help.ui.internal.util",0.057142857,0.050626781,0.733333333,0.3125,0.874479167,1.875,0.125,0.2929,1,1,0.2929,0.0568,0.7917,0
"org.eclipse.jdi",0.125,0.058201058,1,0.533333333,0.8,2.666666667,0,0.2929,1,1,0.2929,0,1,0
"org.eclipse.jdi.hcr",0.088888889,0.028968254,0.466666667,0.555555556,1,1.666666667,0.333333333,0.2929,1,1,0.2929,0.069,0.8333,0
"org.eclipse.jdi.internal",0.014354067,0.089188312,0.836363636,0.381818182,0.767428571,0.466666667,0.022222222,0.2929,0.9664,0.5369,0.2929,0.1168,0.0659,16
"org.eclipse.jdi.internal.connect",0.175,0.055555556,1,0.5625,0.78125,0.818181818,0,0.2929,0.8667,0.7333,0.2929,0.2825,0.1556,4
"org.eclipse.jdi.internal.event",0,0.107142857,0.857142857,0.5,1,0.666666667,0,0.2929,0.9905,0.8571,0.2929,0.1818,0.2128,2
"org.eclipse.jdi.internal.jdwp",0.130824373,0.056567287,1,0.361111111,0.798611111,1.368421053,0.421052632,0.2929,0.8667,0.6,0.2929,0.1545,0.25,0
"org.eclipse.jdi.internal.request",0,0.033333333,0.333333333,0.5,1,0.166666667,0,0.2929,0.9899,0.9899,0.2929,0.1983,0.186,1
"org.eclipse.jdi.internal.spy",0.023809524,0.055555556,1,0.75,0.875,0.75,0,0.2929,0,0,0.2929,0.1765,0.4,2
"org.eclipse.jdt.core",0.065381899,0.026852589,0.886530612,0.207735849,0.594709473,20.38888889,0.185185185,0.2929,0.9344,0.8033,0.2929,0.0092,0.4179,6
"org.eclipse.jdt.core.compiler",0.185185185,0.038885284,1,0.544117647,0.851643599,18.5,0.25,0.3225,1,1,0.3225,0.0217,0.9688,0
"org.eclipse.jdt.core.dom",0.09078141,0.086120158,1,0.231326644,0.74237788,4.662921348,0.02247191,0.2929,1,-1.1208,0.4992,0.147,0.0291,45
"org.eclipse.jdt.core.eval",0.214285714,0.087662338,1,0.533333333,0.846666667,2.666666667,0,0.3597,0.8889,0.8889,0.3597,0.04,0.8182,0
"org.eclipse.jdt.core.jdom",0.132231405,0.054825856,1,0.916666667,0.958333333,1.833333333,0,0.441,1,1,0.441,0.1441,0.1724,0
"org.eclipse.jdt.core.search",0.182352941,0.027560782,0.866666667,0.46969697,0.771900826,15.5,0.333333333,0.2929,0.9524,0.9524,0.441,0.0041,0.8958,3
"org.eclipse.jdt.core.util",0.223684211,0.142126416,1,0.5625,0.78125,1.08,0.2,0.2929,0,0,0.2929,0.3657,0.0857,0
"org.eclipse.jdt.debug.core",0.05809575,0.034470034,0.823361823,0.303240741,0.63765251,4.851851852,0.074074074,0.2929,0.9833,0.95,0.2929,0.0501,0.2857,6
"org.eclipse.jdt.debug.eval",0.217948718,0.036850128,0.80952381,0.446428571,0.717708333,3.571428571,0.142857143,0.2929,1,1,0.2929,0.0845,0.6087,0
"org.eclipse.jdt.debug.ui",0,0.023255814,1,0.5625,0.9453125,4.5,0.5,0.3356,0.9375,0.9375,0.5318,0.0159,0.9444,1
"org.eclipse.jdt.debug.ui.launchConfigurations",0.28,0.024378508,1,0.555555556,0.777777778,1.666666667,0,0.3991,1,1,0.3991,0,1,5
"org.eclipse.jdt.internal.codeassist",0.169230769,0.03355615,1,0.666666667,0.805555556,1.666666667,0.166666667,0.2929,1,1,0.2929,0.0122,0.7083,10
"org.eclipse.jdt.internal.codeassist.complete",0.961538462,0.058823529,1,1,1,0.962962963,0.037037037,0.2929,1,1,0.2929,0.1822,0.1754,4
"org.eclipse.jdt.internal.codeassist.impl",0.375,0.058823529,1,0.555555556,0.851851852,1.666666667,0,0.3991,1,1,0.3991,0.0153,0.8571,2
"org.eclipse.jdt.internal.codeassist.select",0.294117647,0.058823529,1,1,1,0.333333333,0,0.2929,1,1,0.3384,0.1595,0.2632,2
"org.eclipse.jdt.internal.compiler",0.035933806,0.023820904,0.542857143,0.208695652,0.776329253,4.5,0.0625,0.2929,0.7331,0.723,0.2929,0.0046,0.5962,5
"org.eclipse.jdt.internal.compiler.ast",0.071501014,0.037822582,0.984678523,0.36119186,0.628203437,5.647727273,0.056818182,0.2929,0.8209,0.7849,0.2929,0.0265,0.0936,5
"org.eclipse.jdt.internal.compiler.batch",0.066666667,0.020833333,0.5,0.5,1,0.666666667,0.166666667,0.2929,1,0.9167,0.473,0.241,0.4737,1
"org.eclipse.jdt.internal.compiler.classfmt",0.135416667,0.045528034,1,0.35,0.905,3,0.142857143,0.2929,1,1,0.2929,0.085,0.5357,1
"org.eclipse.jdt.internal.compiler.codegen",0.03164557,0.02877231,0.690909091,0.333333333,0.712830688,1.294117647,0.235294118,0.2929,0.9153,0.7797,0.2929,0.0156,0.3611,3
"org.eclipse.jdt.internal.compiler.env",0.083458647,0.037743187,1,0.313888889,0.681104009,7.533333333,0.133333333,0.3075,1,1,0.3075,0.0921,0.575,1
"org.eclipse.jdt.internal.compiler.flow",0.151923077,0.038630803,1,0.375,0.75,1.363636364,0,0.2929,0.9394,0.8485,0.2929,0.0337,0.2571,1
"org.eclipse.jdt.internal.compiler.impl",0.025376685,0.044800575,0.747252747,0.182142857,0.744977273,3.642857143,0,0.2929,0.8333,-0.8333,0.2929,0.0381,0.5652,1
"org.eclipse.jdt.internal.compiler.lookup",0.08960396,0.044497245,0.936936937,0.298584299,0.661324841,5.658536585,0.243902439,0.2929,0.7557,0.1908,0.4992,0.0323,0.1023,4
"org.eclipse.jdt.internal.compiler.parser",0.05,0.050868451,0.818181818,0.234375,0.760416667,2.5,0.222222222,0.2929,0.9737,0.8596,0.2929,0.0284,0.3333,11
"org.eclipse.jdt.internal.compiler.problem",0.037333333,0.036765807,0.833333333,0.275132275,0.736443149,5.2,0.4,0.2929,0.5814,0.5814,0.2929,0.0021,0.7778,1
"org.eclipse.jdt.internal.compiler.util",0.026785714,0.032981693,0.833333333,0.238683128,0.781607225,6.444444444,0.333333333,0.2929,0.6667,0.6667,0.2929,0.0569,0.8235,1
"org.eclipse.jdt.internal.core",0.02148519,0.027473663,0.617424242,0.151515152,0.762353203,0.825242718,0.058252427,0.2929,0.9888,0.9215,0.2929,0.1194,0.0826,15
"org.eclipse.jdt.internal.core.builder",0.025,0.03030303,0.333333333,0.5,1,0.142857143,0.19047619,0.2929,0.9915,0.8729,0.4698,0.2912,0.1757,3
"org.eclipse.jdt.internal.core.eval",0,1,1,1,1,0.333333333,0,0.2929,0.9773,0.9773,0.441,0.0317,0.8462,0
"org.eclipse.jdt.internal.core.hierarchy",0.041666667,0.022727273,1,0.75,0.875,0.333333333,0.111111111,0.2929,0.9947,0.9626,0.375,0.0865,0.4651,3
"org.eclipse.jdt.internal.core.index",0.0875,0.074116162,1,0.583333333,0.733333333,2,0,0.2929,1,1,0.2929,0.1951,0.4286,0
"org.eclipse.jdt.internal.core.index.impl",0.016414141,0.020643465,0.333333333,0.285714286,0.921296296,0.352941176,0.117647059,0.2929,1,0.9524,0.2929,0.3697,0.1111,1
"org.eclipse.jdt.internal.core.jdom",0.028571429,0.06,0.3,0.333333333,1,0.333333333,0.066666667,0.2929,1,0.96,0.2929,0.2293,0.2456,0
"org.eclipse.jdt.internal.core.search",0.054545455,0.016867703,0.581818182,0.272727273,0.865646259,1.75,0.166666667,0.2929,0.989,0.989,0.2929,0.058,0.6552,3
"org.eclipse.jdt.internal.core.search.indexing",0.01863354,0.030465052,0.666666667,0.5,0.759259259,0.8,0.133333333,0.2929,0.9655,0.8276,0.48,0.0996,0.3607,1
"org.eclipse.jdt.internal.core.search.matching",0.051724138,0.017857143,0.75,0.375,0.904761905,0.3,0.1,0.2929,0.9982,0.9544,0.2929,0.0907,0.2424,6
"org.eclipse.jdt.internal.core.search.processing",0.235294118,0.040631883,1,0.75,0.875,4.5,0,0.441,1,1,0.441,0.0182,0.9,0
"org.eclipse.jdt.internal.core.util",0.011290323,0.014855942,0.428571429,0.428571429,0.907407407,0.28125,0.15625,0.2929,1,0.9839,0.2929,0.2159,0.125,2
"org.eclipse.jdt.internal.corext",0.034883721,0.042427027,1,0.666666667,0.888888889,9.333333333,0,0.2929,1,1,0.2929,0.0333,0.92,1
"org.eclipse.jdt.internal.corext.codemanipulation",0.057692308,0.011165943,0.303333333,0.135555556,0.631138546,2.259259259,0.222222222,0.2929,1,1,0.2929,0.0649,0.3671,9
"org.eclipse.jdt.internal.corext.dom",0.102941176,0.034536382,0.577777778,0.309090909,0.695041322,3.090909091,0.181818182,0.2929,1,1,0.2929,0.0092,0.7308,4
"org.eclipse.jdt.internal.corext.javadoc",0.038461538,0.006317293,0.333333333,0.305555556,0.956790123,2.2,0,0.2929,0.9583,0.9583,0.2929,0.0184,0.8,1
"org.eclipse.jdt.internal.corext.refactoring",0.103132162,0.035273472,0.727272727,0.263636364,0.720610119,4.833333333,0,0.2929,1,0.9896,0.2929,0.0191,0.6154,1
"org.eclipse.jdt.internal.corext.refactoring.base",0.082069581,0.022357377,0.710526316,0.230434783,0.617245027,5.3,0.3,0.2929,1,0.8103,0.2929,0.033,0.4167,2
"org.eclipse.jdt.internal.corext.refactoring.changes",0.030279503,0.020657519,0.466403162,0.181818182,0.672520661,1.586206897,0,0.2929,1,0.9845,0.2929,0.0284,0.4583,2
"org.eclipse.jdt.internal.corext.refactoring.code",0,0.015384615,1,0.555555556,0.851851852,0.555555556,0,0.2929,1,1,0.2929,0.0188,0.6786,4
"org.eclipse.jdt.internal.corext.refactoring.code.flow",0.157894737,0.052631579,1,1,1,0.2,0.2,0.2929,1,1,0.2929,0.2905,0.0896,1
"org.eclipse.jdt.internal.corext.refactoring.nls",0.102040816,0.016353539,0.619047619,0.476190476,0.927777778,1.25,0.125,0.2929,1,0.9636,0.4169,0.0796,0.4688,0
"org.eclipse.jdt.internal.corext.refactoring.nls.changes",0,1,1,1,1,0.5,0,0.2929,1,0.9512,0.2929,0.0893,0.6429,0
"org.eclipse.jdt.internal.corext.refactoring.rename",0.020833333,0.014090783,0.288888889,0.22,0.941333333,0.44,0.04,0.2929,1,0.9834,0.2929,0.0402,0.4107,6
"org.eclipse.jdt.internal.corext.refactoring.reorg",0.068181818,0.027498927,1,0.38,0.819333333,1.583333333,0.083333333,0.2929,1,1,0.2929,0.0194,0.6061,1
"org.eclipse.jdt.internal.corext.refactoring.sef",0,1,1,1,1,0.333333333,0,0.2929,1,0.9792,0.5,0.0189,0.7143,0
"org.eclipse.jdt.internal.corext.refactoring.structure",0,0.008722527,0.5,0.4375,0.9375,0.5,0.071428571,0.2929,1,1,0.2929,0.0366,0.525,3
"org.eclipse.jdt.internal.corext.refactoring.surround",0,1,1,1,1,0.4,0.2,0.2929,1,1,0.2929,0.0414,0.7273,0
"org.eclipse.jdt.internal.corext.refactoring.tagging",0.298245614,0.026979496,1,0.6875,0.765625,2.75,0,0.375,1,1,0.375,0.016,0.8571,0
"org.eclipse.jdt.internal.corext.refactoring.util",0.104166667,0.032917165,0.642857143,0.348214286,0.730357143,3.9,0.1,0.2929,1,1,0.2929,0.0063,0.8966,1
"org.eclipse.jdt.internal.corext.template",0.137123746,0.041207058,0.923076923,0.338461538,0.765238095,3.142857143,0.071428571,0.2929,1,0.9286,0.2929,0.1051,0.3778,2
"org.eclipse.jdt.internal.corext.template.java",0.055555556,0.023921569,0.466666667,0.3,0.91,0.9,0.1,0.2929,1,0.9714,0.2929,0.2267,0.2969,3
"org.eclipse.jdt.internal.corext.textmanipulation",0.096579477,0.041298839,0.844444444,0.427777778,0.757727072,5.133333333,0.133333333,0.2929,1,0.7692,0.2929,0.0535,0.3537,2
"org.eclipse.jdt.internal.corext.util",0.024531025,0.011453879,0.464285714,0.185810811,0.893291941,6.875,0,0.2929,0.9831,0.9492,0.2929,0.006,0.8679,1
"org.eclipse.jdt.internal.debug.core",0.076923077,0.049603175,0.833333333,0.375,0.864583333,3,0.25,0.3273,0.9048,0.9048,0.3273,0.0061,0.875,2
"org.eclipse.jdt.internal.debug.core.breakpoints",0.291666667,0.03295068,0.785714286,0.5625,0.660714286,1,0,0.2929,0.9834,0.9779,0.2929,0.0401,0.5185,8
"org.eclipse.jdt.internal.debug.core.hcr",0,1,1,1,1,0.166666667,0,0.2929,0.9851,0.9552,0.441,0.1244,0.5517,4
"org.eclipse.jdt.internal.debug.core.model",0.04048583,0.033779762,0.472222222,0.333333333,0.759722222,0.666666667,0.037037037,0.2929,0.9827,0.8616,0.2929,0.102,0.1528,18
"org.eclipse.jdt.internal.debug.eval",0,0,0,0.5,1,0.666666667,0,0.2929,1,1,0.4901,0.0247,0.875,0
"org.eclipse.jdt.internal.debug.eval.ast.engine",0.011111111,0.033333333,0.333333333,0.5,1,0.272727273,0,0.2929,0.997,0.9909,0.428,0.0433,0.4516,7
"org.eclipse.jdt.internal.debug.eval.ast.instructions",0.232876712,0.071428571,1,1,1,0.918918919,0.027027027,0.2929,0.9948,0.9948,0.2929,0.2728,0.0685,3
"org.eclipse.jdt.internal.debug.ui",0.017267267,0.01416082,0.647619048,0.314285714,0.624206349,0.868421053,0.210526316,0.2929,0.9978,0.9667,0.2929,0.0244,0.44,21
"org.eclipse.jdt.internal.debug.ui.actions",0.107142857,0.027252907,1,1,1,0.375,0.109375,0.2929,1,0.9966,0.2929,0.0841,0.3379,14
"org.eclipse.jdt.internal.debug.ui.display",0.075,0.010204082,0.5,0.5,1,0.363636364,0.090909091,0.2929,1,0.9939,0.2929,0.0642,0.72,1
"org.eclipse.jdt.internal.debug.ui.launcher",0.023219814,0.025939239,0.836363636,0.393939394,0.744444444,0.371428571,0.171428571,0.2929,1,0.9871,0.2929,0.0543,0.5116,10
"org.eclipse.jdt.internal.debug.ui.snippeteditor",0.013071895,0.011576994,0.6,0.6,0.666666667,0.333333333,0.222222222,0.2929,1,0.958,0.2929,0.0639,0.5217,4
"org.eclipse.jdt.internal.eval",0.022222222,0.054545455,0.6,0.4,0.916666667,0.214285714,0.071428571,0.2929,1,0.9744,0.4813,0.2002,0.1667,3
"org.eclipse.jdt.internal.formatter",1,1,1,1,1,1,0,0.5,1,1,0.2929,0,1,6
"org.eclipse.jdt.internal.formatter.impl",1,0.166666667,1,1,1,1,0,0.5,1,1,0.5,0,1,0
"org.eclipse.jdt.internal.junit.launcher",0,1,1,1,1,0.142857143,0,0.2929,0.9935,0.9935,0.2929,0.0453,0.7838,0
"org.eclipse.jdt.internal.junit.runner",0.125,0.033333333,1,1,1,0.666666667,0.333333333,0.2929,1,0,0.2929,0.75,0.25,0
"org.eclipse.jdt.internal.junit.ui",0.01875,0.021595263,0.666666667,0.5,0.84375,0.285714286,0.047619048,0.2929,0.9953,0.9151,0.4974,0.1264,0.299,0
"org.eclipse.jdt.internal.junit.util",0.097222222,0.0239588,0.785714286,0.5625,0.660714286,1,0,0.2929,0.9899,0.9798,0.2929,0.0176,0.8571,0
"org.eclipse.jdt.internal.junit.wizards",0,0.043478261,1,1,1,0.222222222,0,0.2929,0.9953,0.9767,0.2929,0.0896,0.6,0
"org.eclipse.jdt.internal.launching",0.064935065,0.044390392,1,0.636363636,0.818181818,0.608695652,0.173913043,0.2929,0.9749,0.9665,0.2929,0.0651,0.2917,14
"org.eclipse.jdt.internal.ui",0.024167024,0.016139508,0.6,0.246,0.7181,5.590909091,0.272727273,0.2929,0.8784,0.8649,0.2929,0.0024,0.7917,3
"org.eclipse.jdt.internal.ui.actions",0.042899408,0.010915703,0.688888889,0.218181818,0.842630854,1.714285714,0,0.2929,1,0.9946,0.2929,0.0177,0.8,2
"org.eclipse.jdt.internal.ui.browsing",0,1,1,1,1,0.083333333,0,0.2929,1,0.9918,0.2929,0.058,0.6809,4
"org.eclipse.jdt.internal.ui.compare",0,1,1,1,1,0.04,0.24,0.2929,0.9968,0.9839,0.2929,0.1434,0.4479,2
"org.eclipse.jdt.internal.ui.dialogs",0.049019608,0.004919388,0.272727273,0.177083333,0.877278646,2.615384615,0,0.2929,1,1,0.2929,0.0135,0.8478,1
"org.eclipse.jdt.internal.ui.dnd",0.339285714,0.021138951,0.892857143,0.6875,0.853571429,2.75,0.25,0.375,1,1,0.375,0.031,0.7619,1
"org.eclipse.jdt.internal.ui.filters",0.022222222,0.005097125,0.266666667,0.25,0.958333333,0.9,0.6,0.2929,1,1,0.2929,0.0601,0.7586,1
"org.eclipse.jdt.internal.ui.jarpackager",0.073529412,0.054621849,0.571428571,0.5,1,0.444444444,0.111111111,0.2929,0.9859,0.9633,0.2929,0.0821,0.4459,1
"org.eclipse.jdt.internal.ui.javadocexport",0,1,1,1,0,0,0.076923077,0.2929,1,0.9464,0.2929,0.1284,0.5075,2
"org.eclipse.jdt.internal.ui.javaeditor",0.007165973,0.008212812,0.276190476,0.138271605,0.823045267,1.302325581,0.069767442,0.2929,0.9719,0.9465,0.2929,0.0247,0.4039,7
"org.eclipse.jdt.internal.ui.javaeditor.structureselection",0.5,0.012195122,1,1,1,1,0,0.5,0.9104,0.8806,0.5,0.0714,0.64,1
"org.eclipse.jdt.internal.ui.packageview",0.035714286,0.014331786,0.5,0.45,0.973333333,0.692307692,0,0.2929,0.9973,0.9919,0.2929,0.038,0.6462,3
