"Package","FCOH","CU","CPC","PF","IPSC","DCO","CR","pkgreuse","CyclicDQ","CyclicCQ","CH","COHM","COUM","post"
"org.eclipse.core.internal.properties",0,0.06984127,0.666666667,0.666666667,0.75,0.444444444,0.222222222,0.2929,0.9661,0.9661,0.2929,0.0836,0.3333,0
"org.eclipse.core.internal.resources",0.033816425,0.07871523,0.664021164,0.342857143,0.612777778,0.685714286,0.071428571,0.2929,0.9754,0.8262,0.2929,0.1473,0.0424,3
"org.eclipse.core.internal.runtime",0.035087719,0.029255981,0.733333333,0.2875,0.787574405,1.15,0,0.2929,0.9109,0.8515,0.2929,0.0535,0.2889,1
"org.eclipse.core.internal.utils",0.035914703,0.072140051,0.733333333,0.3,0.805059524,2,0,0.2929,1,1,0.2929,0.0231,0.5625,0
"org.eclipse.core.internal.watson",0.032608696,0.047542088,0.688888889,0.4,0.75462963,0.705882353,0.294117647,0.2929,1,0.8,0.2929,0.1009,0.1463,0
"org.eclipse.core.launcher",0,1,1,1,0,0,0,0.2929,0,0,0.2929,1,0,0
"org.eclipse.core.resources",0.051922399,0.051343967,0.968253968,0.171997755,0.629922736,34.05555556,0.194444444,0.2929,0.9405,0.7262,0.2929,0.0035,0.7455,1
"org.eclipse.core.resources.ant",0,1,1,1,0,0,0,0.2929,1,1,0.2929,0.069,0.6,0
"org.eclipse.core.resources.team",0.192307692,0.059965887,1,0.611111111,0.828703704,3.666666667,0,0.3991,1,1,0.3991,0.01,0.9,0
"org.eclipse.core.runtime",0.047637693,0.049731866,0.944086022,0.216769991,0.591927024,66.5483871,0.129032258,0.2929,0.75,0.25,0.2929,0.0077,0.8258,0
"org.eclipse.core.runtime.model",0.267006803,0.054637097,1,0.566666667,0.730107143,5.230769231,0,0.2929,0.8333,0.1667,0.2929,0.0802,0.26,2
"org.eclipse.debug.core",0.062763943,0.061238781,0.952380952,0.265151515,0.634293004,12.72727273,0.227272727,0.2929,0.8955,0.806,0.2929,0.0094,0.5843,2
"org.eclipse.debug.core.model",0.04356261,0.028175172,0.676666667,0.228421053,0.640241378,7.75,0.107142857,0.2929,0.9375,0.7708,0.2929,0.0373,0.4667,0
"org.eclipse.debug.internal.core",0.06122449,0.019230769,1,0.333333333,0.866666667,0.666666667,0.066666667,0.2929,0.9708,0.8248,0.2929,0.1786,0.1,3
"org.eclipse.debug.internal.ui",0.039811066,0.021842004,0.705128205,0.307692308,0.699652778,2.4,0.25,0.2929,0.9731,0.9409,0.2929,0.0091,0.5938,3
"org.eclipse.debug.internal.ui.actions",0.014880952,0.012372477,0.295238095,0.226666667,0.874761905,0.298245614,0.157894737,0.2929,0.9955,0.991,0.2929,0.0991,0.3646,0
"org.eclipse.debug.internal.ui.launchConfigurations",0.059659091,0.014943826,0.509090909,0.4,0.57,0.956521739,0.043478261,0.2929,0.9938,0.972,0.2929,0.0642,0.3605,2
"org.eclipse.debug.internal.ui.preferences",0.007936508,0.027027027,1,0.583333333,0.930555556,0.466666667,0.066666667,0.2929,0.9902,0.9559,0.2929,0.1321,0.4394,2
"org.eclipse.debug.internal.ui.views",0.125,0.042810376,1,0.56,0.812,2.8,0.2,0.3597,1,1,0.3597,0.0068,0.9091,0
"org.eclipse.debug.internal.ui.views.breakpoints",0,1,1,1,0,0,0,0.2929,1,0.95,0.5,0.0909,0.75,0
"org.eclipse.debug.internal.ui.views.console",0,0.00952381,0.333333333,0.5,1,0.157894737,0,0.2929,0.992,0.956,0.4915,0.0875,0.4143,2
"org.eclipse.debug.internal.ui.views.expression",0,1,1,1,0,0,0,0.2929,1,1,0.2929,0.0571,0.8333,3
"org.eclipse.debug.internal.ui.views.launch",0,1,1,1,1,0.166666667,0,0.2929,1,0.9816,0.2929,0.0364,0.7576,3
"org.eclipse.debug.internal.ui.views.variables",0,0.1,1,0.666666667,0.833333333,0.666666667,0,0.2929,0.9919,0.9758,0.2929,0.0286,0.7419,7
"org.eclipse.debug.ui",0.048816568,0.024297208,0.758241758,0.256302521,0.712567282,8.714285714,0.142857143,0.2929,0.9884,0.9593,0.2929,0.0093,0.7176,4
"org.eclipse.debug.ui.actions",0,0.028571429,1,0.625,0.8125,0.714285714,0,0.2929,1,1,0.2929,0.0277,0.7647,1
"org.eclipse.debug.ui.console",0.17,0.039976604,0.933333333,0.5,0.762037037,3,0,0.2929,1,1,0.2929,0.0563,0.7143,1
"org.eclipse.help",0.138888889,0.062982147,0.866666667,0.44047619,0.76122449,6.166666667,0.333333333,0.3146,0,0,0.3146,0.1346,0.6957,0
"org.eclipse.help.browser",0.315789474,0.30952381,1,0.722222222,0.87654321,6.5,0,0.428,0,0,0.428,0.2,0.8,0
"org.eclipse.help.internal",0.050925926,0.042953343,0.666666667,0.390625,0.84765625,5,0,0.2929,0.9661,0.8983,0.2929,0.0121,0.7714,1
"org.eclipse.help.internal.appserver",0,0.055555556,0.166666667,0.3,1,1.2,0,0.2929,1,1,0.2929,0.0811,0.5385,0
"org.eclipse.help.internal.browser",0.041666667,0.033333333,0.5,0.333333333,0.925925926,0.888888889,0,0.2929,1,0.9167,0.2929,0.1161,0.5263,0
"org.eclipse.help.internal.browser.macosx",0,1,1,1,0,0,0,0.2929,1,1,0.2929,0.25,0.5,0
"org.eclipse.help.internal.context",0.05,0.018518519,0.5,0.375,0.916666667,0.666666667,0,0.2929,1,0.5238,0.2929,0.3259,0.2903,0
"org.eclipse.help.internal.protocols",0,1,1,1,0,0,0,0.2929,1,1,0.2929,0.4,0.4545,0
"org.eclipse.help.internal.search",0.090909091,0.08630752,1,0.708333333,0.827083333,0.739130435,0.043478261,0.2929,1,0.9322,0.2929,0.2237,0.2667,3
"org.eclipse.help.internal.standalone",0.2,1,1,1,1,0.5,0,0.2929,1,1,0.2929,0.5641,0.1538,1
"org.eclipse.help.internal.toc",0.016528926,0.097222222,1,0.7,0.88,0.583333333,0,0.2929,0.9714,0.4571,0.2929,0.2513,0.1754,1
"org.eclipse.help.internal.util",0.060483871,0.045173549,0.5,0.247863248,0.792307692,3.222222222,0,0.2929,1,1,0.2929,0.058,0.8,0
"org.eclipse.help.internal.webapp",0,0.090909091,1,0.75,0.875,1.5,0,0.441,1,1,0.441,0,1,1
"org.eclipse.help.internal.webapp.data",0.011904762,0.111111111,1,1,1,0.133333333,0.133333333,0.2929,1,1,0.2929,0.2919,0.2895,6
"org.eclipse.help.internal.webapp.servlet",0,1,1,1,0,0,0.166666667,0.2929,1,1,0.2929,0.2857,0.3913,2
"org.eclipse.help.internal.workingset",0.246753247,0.075995247,1,0.6,0.78,2.25,0.25,0.2929,0.9412,0.8235,0.2929,0.1229,0.3793,0
"org.eclipse.help.standalone",0,1,1,1,0,0,0,0.2929,1,1,0.2929,0,1,0
"org.eclipse.help.ui.browser",0,1,1,1,0,0,0,0.2929,1,1,0.2929,0,1,0
"org.eclipse.help.ui.internal",0.009090909,0.05,1,0.6,0.92,0.5,0.083333333,0.2929,0.9917,0.9669,0.2929,0.0685,0.6818,0
"org.eclipse.help.ui.internal.browser",0,1,1,1,0,0,0,0.2929,1,1,0.2929,0.0313,0.9375,0
"org.eclipse.help.ui.internal.browser.win32",0,1,1,1,0,0,0.333333333,0.2929,1,0.8333,0.2929,0.2174,0.4828,0
"org.eclipse.help.ui.internal.search",0,1,1,1,0,0,0.25,0.2929,1,1,0.2929,0.0448,0.8696,2
"org.eclipse.help.ui.internal.util",0.096153846,0.049702381,0.833333333,0.5,0.814814815,2.4,0,0.2929,0.9706,0.9706,0.2929,0.0217,0.8947,0
"org.eclipse.help.ui.internal.workingset",0,1,1,1,1,0.2,0,0.2929,1,0.9706,0.5,0.0741,0.7391,0
"org.eclipse.jdi",0.111111111,0.053277877,1,0.5,0.833333333,3,0,0.2929,0.8333,0.8333,0.2929,0,1,0
"org.eclipse.jdi.hcr",0.08,0.028535354,0.466666667,0.458333333,0.90625,1.833333333,0.333333333,0.2929,1,1,0.2929,0.069,0.8333,0
"org.eclipse.jdi.internal",0.01393597,0.075489094,0.712121212,0.319444444,0.720238095,0.5,0.02173913,0.2929,0.9677,0.529,0.4999,0.1114,0.0606,3
"org.eclipse.jdi.internal.connect",0.175,0.055555556,1,0.5625,0.78125,0.818181818,0,0.2929,0.8696,0.7391,0.2929,0.2794,0.1556,1
"org.eclipse.jdi.internal.event",0,0.107142857,0.857142857,0.5,1,0.666666667,0,0.2929,0.9906,0.8585,0.2929,0.1809,0.2128,0
"org.eclipse.jdi.internal.jdwp",0.139784946,0.056567287,1,0.361111111,0.798611111,1.368421053,0.421052632,0.2929,0.8571,0.5714,0.2929,0.1622,0.2174,0
"org.eclipse.jdi.internal.request",0,0.033333333,0.333333333,0.5,1,0.166666667,0,0.2929,0.9899,0.9899,0.2929,0.1983,0.186,0
"org.eclipse.jdi.internal.spy",0,1,1,1,0,0,0,0.2929,0,0,0.3991,1,0,0
"org.eclipse.jdt.core",0.063882261,0.024301867,0.858974359,0.205685619,0.59348974,22.77777778,0.185185185,0.2929,0.9291,0.8031,0.2929,0.0074,0.431,3
"org.eclipse.jdt.core.compiler",0.081325301,0.045405294,1,0.451851852,0.794867398,24.4,0.2,0.2929,1,1,0.2929,0.0171,0.9744,0
"org.eclipse.jdt.core.dom",0.109105764,0.077615588,1,0.230379747,0.743212052,6.134831461,0.011235955,0.2929,1,-0.8776,0.4992,0.0695,0.0359,7
"org.eclipse.jdt.core.eval",0.214285714,0.087662338,1,0.533333333,0.846666667,2.666666667,0,0.3597,0.8889,0.8889,0.3597,0.04,0.8182,0
"org.eclipse.jdt.core.jdom",0.132231405,0.054331307,1,0.916666667,0.958333333,1.833333333,0,0.441,1,1,0.441,0.1441,0.1724,0
"org.eclipse.jdt.core.search",0.190322581,0.024990638,0.866666667,0.490740741,0.785468107,17.66666667,0.333333333,0.2929,0.9333,0.9333,0.441,0.0031,0.902,0
"org.eclipse.jdt.core.util",0.183566434,0.070397933,0.858461538,0.246153846,0.83,1.185185185,0.185185185,0.2929,1,1,0.2929,0.2661,0.2326,0
"org.eclipse.jdt.debug.core",0.058988764,0.031910004,0.886039886,0.296296296,0.619872471,5.333333333,0.074074074,0.2929,0.9839,0.9194,0.2929,0.0386,0.2921,2
"org.eclipse.jdt.debug.eval",0.19047619,0.029247807,0.80952381,0.446428571,0.7015625,3.571428571,0.142857143,0.2929,1,1,0.2929,0.081,0.5833,0
"org.eclipse.jdt.debug.ui",0,0.026262626,1,0.611111111,0.913580247,3.666666667,0.333333333,0.2929,0.9778,0.9778,0.441,0.0065,0.9615,0
"org.eclipse.jdt.debug.ui.launchConfigurations",0.1875,0.022784392,1,0.388888889,0.805555556,1.555555556,0,0.375,1,1,0.375,0.0017,0.9706,3
"org.eclipse.jdt.internal.codeassist",0.183333333,0.032540676,1,0.666666667,0.805555556,1.666666667,0.166666667,0.2929,1,1,0.2929,0.0109,0.7083,3
"org.eclipse.jdt.internal.codeassist.complete",0.870967742,0.058823529,1,1,1,0.875,0.03125,0.2929,1,1,0.2929,0.1707,0.1385,2
"org.eclipse.jdt.internal.codeassist.impl",0.277777778,0.063180828,1,0.45,0.87,2.25,0.25,0.3597,1,1,0.3597,0.0153,0.875,2
"org.eclipse.jdt.internal.codeassist.select",0.294117647,0.058823529,1,1,1,0.333333333,0,0.2929,1,1,0.3384,0.1569,0.2432,0
"org.eclipse.jdt.internal.compiler",0.034942529,0.024496785,0.619047619,0.214492754,0.765181384,4.625,0.0625,0.2929,0.7367,0.7267,0.2929,0.0045,0.5962,1
"org.eclipse.jdt.internal.compiler.ast",0.073404677,0.039286948,0.984678523,0.358413133,0.660544827,5.954545455,0.034090909,0.2929,0.8214,0.7814,0.2929,0.0249,0.0909,3
"org.eclipse.jdt.internal.compiler.batch",0,1,1,1,1,0.333333333,0.166666667,0.2929,1,0.9231,0.48,0.2564,0.4737,0
"org.eclipse.jdt.internal.compiler.classfmt",0.12962963,0.043511154,1,0.35,0.905,3,0.142857143,0.2929,1,1,0.2929,0.0815,0.5517,0
"org.eclipse.jdt.internal.compiler.codegen",0.03125,0.028263806,0.690909091,0.333333333,0.712830688,1.294117647,0.235294118,0.2929,0.9032,0.7742,0.2929,0.0146,0.3611,3
"org.eclipse.jdt.internal.compiler.env",0.091517857,0.035583281,1,0.324637681,0.664862233,7.466666667,0.133333333,0.3081,1,1,0.3081,0.0794,0.5854,0
"org.eclipse.jdt.internal.compiler.flow",0.148275862,0.037226009,1,0.375,0.75,1.363636364,0,0.2929,0.9394,0.8485,0.2929,0.03,0.2778,0
"org.eclipse.jdt.internal.compiler.impl",0.029411765,0.040605484,0.717948718,0.183150183,0.758465608,3.846153846,0,0.2929,0.8462,-0.5385,0.2929,0.0339,0.6087,1
"org.eclipse.jdt.internal.compiler.lookup",0.091225962,0.043008378,0.930930931,0.31016731,0.670193532,5.87804878,0.243902439,0.2929,0.7535,0.2183,0.4992,0.0307,0.1011,2
"org.eclipse.jdt.internal.compiler.parser",0.071256039,0.039014203,0.558333333,0.220588235,0.72044406,3.157894737,0.263157895,0.2929,0.9735,0.8584,0.2929,0.0294,0.3038,2
"org.eclipse.jdt.internal.compiler.problem",0.041777778,0.035677049,0.833333333,0.277777778,0.745446429,5,0.4,0.2929,0.5934,0.5934,0.2929,0.0019,0.7778,0
"org.eclipse.jdt.internal.compiler.util",0.019736842,0.024800123,0.694444444,0.209876543,0.807576426,3.777777778,0.333333333,0.2929,0.875,0.875,0.2929,0,1,0
"org.eclipse.jdt.internal.core",0.019665683,0.021812946,0.537537538,0.142642643,0.719593909,0.833333333,0.052631579,0.2929,0.9892,0.9078,0.2929,0.101,0.0758,19
"org.eclipse.jdt.internal.core.builder",0.022556391,0.014922272,0.3,0.4,0.888888889,0.3,0.2,0.2929,0.9868,0.9073,0.4575,0.2365,0.1707,4
"org.eclipse.jdt.internal.core.eval",0,1,1,1,1,0.333333333,0,0.2929,0.9767,0.9767,0.441,0.0325,0.8462,0
"org.eclipse.jdt.internal.core.hierarchy",0.011363636,0.007092199,0.333333333,0.444444444,0.944444444,0.444444444,0.111111111,0.2929,0.9949,0.9645,0.375,0.0544,0.4889,0
"org.eclipse.jdt.internal.core.index",0.079545455,0.06444527,1,0.583333333,0.733333333,2,0.142857143,0.2929,1,1,0.2929,0.1633,0.4286,0
"org.eclipse.jdt.internal.core.index.impl",0.0171278,0.019809992,0.333333333,0.285714286,0.921296296,0.352941176,0.117647059,0.2929,1,0.9565,0.2929,0.3417,0.1287,1
"org.eclipse.jdt.internal.core.jdom",0.028571429,0.06,0.3,0.333333333,1,0.333333333,0.066666667,0.2929,1,0.96,0.2929,0.2293,0.2456,2
"org.eclipse.jdt.internal.core.search",0.055944056,0.018220767,0.690909091,0.298701299,0.872108844,1.916666667,0.166666667,0.2929,0.9889,0.9889,0.2929,0.045,0.6786,0
"org.eclipse.jdt.internal.core.search.indexing",0.015345269,0.028337961,0.666666667,0.5,0.759259259,0.666666667,0.055555556,0.2929,0.9778,0.8296,0.491,0.1096,0.3026,1
"org.eclipse.jdt.internal.core.search.matching",0.05,0.017283951,0.777777778,0.37037037,0.902777778,0.277777778,0.111111111,0.2929,0.9974,0.9554,0.2929,0.0908,0.2143,4
"org.eclipse.jdt.internal.core.search.processing",0.117647059,0.039444021,1,0.75,0.875,4.5,0,0.441,1,1,0.441,0.0175,0.9,3
"org.eclipse.jdt.internal.core.util",0.007575758,0.008856903,0.305555556,0.240740741,0.976851852,0.393939394,0.151515152,0.2929,1,0.985,0.2929,0.1918,0.16,0
"org.eclipse.jdt.internal.corext",0.025906736,0.024189216,0.666666667,0.454545455,0.879706152,11.25,0.25,0.2929,1,1,0.2929,0.0035,0.9744,0
"org.eclipse.jdt.internal.corext.codemanipulation",0.035087719,0.010923908,0.310769231,0.123076923,0.680813492,2.37037037,0.185185185,0.2929,1,0.9966,0.2929,0.0403,0.4146,9
"org.eclipse.jdt.internal.corext.dom",0.057416268,0.032666367,0.707602339,0.224561404,0.655063492,2.782608696,0.086956522,0.2929,1,0.9833,0.2929,0.0152,0.3934,4
"org.eclipse.jdt.internal.corext.dom.fragments",0.15625,0.041666667,1,1,1,0.333333333,0.222222222,0.2929,1,0.9667,0.468,0.2317,0.2083,0
"org.eclipse.jdt.internal.corext.javadoc",0.071428571,0.005923203,0.333333333,0.444444444,0.944444444,1.6,0,0.2929,0.9649,0.9649,0.2929,0.0333,0.7778,0
"org.eclipse.jdt.internal.corext.refactoring",0.094372294,0.024439938,0.575757576,0.240196078,0.776033943,4.083333333,0,0.2929,1,0.9911,0.2929,0.0085,0.6829,3
"org.eclipse.jdt.internal.corext.refactoring.base",0.084253127,0.020950622,0.684210526,0.249427918,0.585983125,5.736842105,0.315789474,0.2929,1,0.8308,0.2929,0.0248,0.4324,1
"org.eclipse.jdt.internal.corext.refactoring.changes",0.026171637,0.0214327,0.517786561,0.185770751,0.715269579,1.46875,0,0.2929,1,0.9913,0.2929,0.0257,0.4255,2
"org.eclipse.jdt.internal.corext.refactoring.code",0.003478261,0.01248082,0.777777778,0.422222222,0.836666667,0.791666667,0.041666667,0.2929,1,0.9909,0.2929,0.0211,0.375,8
"org.eclipse.jdt.internal.corext.refactoring.code.flow",0.092105263,0.041666667,1,1,1,0.2,0.2,0.2929,1,1,0.2929,0.245,0.0758,1
"org.eclipse.jdt.internal.corext.refactoring.nls",0.089285714,0.016162426,0.619047619,0.392857143,0.959375,1.375,0.125,0.2929,1,0.9733,0.3991,0.0667,0.4872,1
"org.eclipse.jdt.internal.corext.refactoring.nls.changes",0,1,1,1,1,1,0,0.2929,1,0.95,0.2929,0.0741,0.7059,0
"org.eclipse.jdt.internal.corext.refactoring.rename",0.036613272,0.023150103,0.371428571,0.20952381,0.853255588,0.916666667,0,0.2929,1,0.9837,0.2929,0.0305,0.4138,2
"org.eclipse.jdt.internal.corext.refactoring.reorg",0.063888889,0.025231444,1,0.363636364,0.775420875,1.846153846,0.153846154,0.2929,1,1,0.2929,0.0207,0.561,2
"org.eclipse.jdt.internal.corext.refactoring.sef",0,1,1,1,1,0.333333333,0,0.2929,1,0.9811,0.5,0.0176,0.7391,0
"org.eclipse.jdt.internal.corext.refactoring.structure",0.001436782,0.01259422,0.8,0.5,0.897569444,0.8,0.08,0.2929,1,0.9972,0.2929,0.0323,0.2889,7
"org.eclipse.jdt.internal.corext.refactoring.surround",0.125,0.019230769,1,0.75,0.875,0.6,0.2,0.2929,1,1,0.2929,0.0376,0.7273,0
"org.eclipse.jdt.internal.corext.refactoring.tagging",0.3,0.029661638,1,0.541666667,0.819444444,3.25,0,0.3991,1,1,0.3991,0.018,0.875,0
"org.eclipse.jdt.internal.corext.refactoring.util",0.0651341,0.030623834,0.642857143,0.303571429,0.734353741,3.4,0.1,0.2929,1,1,0.2929,0.0062,0.871,1
"org.eclipse.jdt.internal.corext.template",0.162087912,0.033631508,0.912087912,0.331168831,0.725648456,3.4,0.066666667,0.2929,0.9706,0.9118,0.2929,0.0904,0.375,0
"org.eclipse.jdt.internal.corext.template.java",0.090909091,0.015984706,0.357142857,0.270833333,0.905092593,1.083333333,0.083333333,0.2929,0.9908,0.9817,0.2929,0.2094,0.266,1
"org.eclipse.jdt.internal.corext.textmanipulation",0.094483196,0.036314621,0.846153846,0.373015873,0.716397217,4.7,0,0.2929,1,0.8193,0.2929,0.048,0.2762,0
"org.eclipse.jdt.internal.corext.util",0.034853701,0.020463135,0.709090909,0.208677686,0.77151466,6.733333333,0,0.2929,0.9914,0.9569,0.2929,0.0089,0.7333,3
"org.eclipse.jdt.internal.debug.core",0.060606061,0.046717172,0.833333333,0.35,0.886666667,3.5,0.25,0.3273,0.8864,0.8182,0.3273,0.0082,0.7857,2
"org.eclipse.jdt.internal.debug.core.breakpoints",0.291666667,0.03046953,0.785714286,0.5625,0.660714286,1,0,0.2929,0.9849,0.9799,0.2929,0.0363,0.5357,4
"org.eclipse.jdt.internal.debug.core.hcr",0,1,1,1,1,0.166666667,0,0.2929,0.9855,0.9565,0.441,0.1209,0.5667,2
"org.eclipse.jdt.internal.debug.core.model",0.031593407,0.040838527,0.622222222,0.3375,0.686979167,1,0.037037037,0.2929,0.9831,0.8542,0.2929,0.0819,0.1575,10
"org.eclipse.jdt.internal.debug.eval",0,0,0,0.5,1,0.666666667,0,0.2929,1,1,0.4901,0.0242,0.875,0
"org.eclipse.jdt.internal.debug.eval.ast.engine",0.011111111,0.025641026,0.333333333,0.5,1,0.272727273,0,0.2929,0.997,0.9941,0.3897,0.0421,0.4688,0
"org.eclipse.jdt.internal.debug.eval.ast.instructions",0.306666667,0.066666667,1,1,1,0.907894737,0.039473684,0.2929,0.9953,0.9953,0.2929,0.2611,0.0844,1
"org.eclipse.jdt.internal.debug.ui",0.014546244,0.015262561,0.67965368,0.237373737,0.625977366,0.979166667,0.208333333,0.2929,0.9985,0.9771,0.2929,0.0237,0.3706,8
"org.eclipse.jdt.internal.debug.ui.actions",0.052325581,0.022222222,0.846153846,0.641025641,1,0.287356322,0.218390805,0.2929,1,0.9927,0.2929,0.0902,0.2793,4
"org.eclipse.jdt.internal.debug.ui.console",0,1,1,1,0,0,0,0.2929,1,1,0.2929,0.1754,0.5833,0
"org.eclipse.jdt.internal.debug.ui.display",0.021428571,0.012645503,0.666666667,0.5,0.740740741,0.545454545,0.090909091,0.2929,1,0.9941,0.2929,0.0451,0.72,2
"org.eclipse.jdt.internal.debug.ui.launcher",0.023414634,0.021893212,0.713235294,0.323529412,0.772321429,0.523809524,0.119047619,0.2929,1,0.9916,0.2929,0.0542,0.4545,5
"org.eclipse.jdt.internal.debug.ui.monitors",0,1,1,1,0,0,0.3125,0.2929,1,0.94,0.2929,0.2958,0.2759,1
"org.eclipse.jdt.internal.debug.ui.snippeteditor",0.004807692,0.010761905,0.6,0.6,0.666666667,0.352941176,0.235294118,0.2929,1,0.966,0.2929,0.0495,0.5568,4
"org.eclipse.jdt.internal.eval",0.022222222,0.054545455,0.6,0.4,0.916666667,0.214285714,0.071428571,0.2929,1,0.9742,0.4813,0.2007,0.1667,0
"org.eclipse.jdt.internal.formatter",1,1,1,1,1,1,0,0.5,1,1,0.2929,0,1,0
"org.eclipse.jdt.internal.formatter.impl",1,0.166666667,1,1,1,1,0,0.5,1,1,0.5,0,1,0
"org.eclipse.jdt.internal.junit.launcher",0,1,1,1,1,0.125,0.125,0.2929,0.9937,0.9937,0.2929,0.0423,0.7778,3
"org.eclipse.jdt.internal.junit.runner",0,1,1,1,1,0.5,0.5,0.2929,1,0,0.5,0.75,0.25,0
"org.eclipse.jdt.internal.junit.ui",0.017156863,0.022422969,0.666666667,0.583333333,0.8125,0.28,0.12,0.2929,0.9969,0.9383,0.2929,0.1032,0.314,4
"org.eclipse.jdt.internal.junit.util",0.13,0.023815509,0.805555556,0.444444444,0.763888889,1.090909091,0.090909091,0.2929,0.9916,0.9832,0.2929,0.0198,0.8125,3
"org.eclipse.jdt.internal.junit.wizards",0,0.04,1,1,1,0.222222222,0,0.2929,0.9954,0.968,0.2929,0.0918,0.5965,5
"org.eclipse.jdt.internal.launching",0.044210526,0.02687004,0.391666667,0.296875,0.833333333,0.730769231,0.115384615,0.2929,0.9825,0.9685,0.2929,0.066,0.2698,5
"org.eclipse.jdt.internal.launching.macosx",0,1,1,1,0,0,0,0.2929,1,1,0.2929,0.2222,0.4,0
"org.eclipse.jdt.internal.launching.support",0,1,1,1,0,0,1,0.2929,0,0,0.2929,1,1,0
"org.eclipse.jdt.internal.ui",0.020939734,0.015404838,0.622222222,0.249056604,0.710009493,5.739130435,0.217391304,0.2929,0.9608,0.9477,0.2929,0.002,0.7961,5
"org.eclipse.jdt.internal.ui.actions",0.064912281,0.009170588,0.525641026,0.184615385,0.865555556,2.25,0,0.2929,1,0.9946,0.2929,0.0112,0.7742,4
"org.eclipse.jdt.internal.ui.browsing",0,0.022222222,1,0.625,0.90625,0.208333333,0.041666667,0.2929,1,0.9791,0.2929,0.1009,0.4318,1
"org.eclipse.jdt.internal.ui.compare",0,0,0,0.5,1,0.08,0.24,0.2929,0.9968,0.9842,0.2929,0.1393,0.4479,1
"org.eclipse.jdt.internal.ui.dialogs",0.04,0.00505488,0.272727273,0.175925926,0.844650206,2.714285714,0,0.2929,1,1,0.2929,0.0106,0.8431,0
"org.eclipse.jdt.internal.ui.dnd",0.328125,0.022270634,1,0.75,0.916666667,2.666666667,0.222222222,0.2929,1,1,0.2929,0.0426,0.6957,0
